timestamp,Michigan St.,Purdue
2026-02-26T20:02:00Z,26.00,75.00
2026-02-26T20:03:00Z,25.00,75.00
2026-02-26T20:04:00Z,26.00,75.00
2026-02-26T20:05:00Z,26.00,75.00
2026-02-26T20:06:00Z,25.93,75.00
2026-02-26T20:07:00Z,26.00,75.00
2026-02-26T20:08:00Z,26.00,75.00
2026-02-26T20:09:00Z,26.00,75.00
2026-02-26T20:10:00Z,26.00,75.00
2026-02-26T20:11:00Z,26.00,75.00
2026-02-26T20:12:00Z,26.00,75.00
2026-02-26T20:13:00Z,26.00,75.00
2026-02-26T20:14:00Z,26.00,75.00
2026-02-26T20:15:00Z,26.00,75.00
2026-02-26T20:16:00Z,26.00,75.00
2026-02-26T20:17:00Z,26.00,75.00
2026-02-26T20:18:00Z,26.00,75.00
2026-02-26T20:19:00Z,26.00,75.00
2026-02-26T20:20:00Z,26.00,75.00
2026-02-26T20:21:00Z,26.00,75.00
2026-02-26T20:22:00Z,26.00,75.00
2026-02-26T20:23:00Z,26.00,74.28
2026-02-26T20:24:00Z,26.00,74.28
2026-02-26T20:25:00Z,26.00,75.00
2026-02-26T20:26:00Z,26.00,75.00
2026-02-26T20:27:00Z,26.00,75.00
2026-02-26T20:28:00Z,26.00,75.00
2026-02-26T20:29:00Z,26.00,75.00
2026-02-26T20:30:00Z,26.00,75.00
2026-02-26T20:31:00Z,26.00,75.00
2026-02-26T20:32:00Z,26.00,75.00
2026-02-26T20:33:00Z,26.00,75.00
2026-02-26T20:34:00Z,26.00,75.00
2026-02-26T20:35:00Z,25.87,75.00
2026-02-26T20:36:00Z,26.00,75.00
2026-02-26T20:37:00Z,26.00,75.00
2026-02-26T20:39:00Z,26.01,75.00
2026-02-26T20:40:00Z,26.12,75.00
2026-02-26T20:41:00Z,26.00,75.00
2026-02-26T20:42:00Z,26.00,75.00
2026-02-26T20:43:00Z,26.05,75.00
2026-02-26T20:44:00Z,26.00,75.00
2026-02-26T20:45:00Z,26.00,75.00
2026-02-26T20:46:00Z,26.00,75.00
2026-02-26T20:47:00Z,26.00,75.00
2026-02-26T20:48:00Z,26.00,75.00
2026-02-26T20:49:00Z,26.00,75.00
